1;arms_factory;251.00;11.20;3499.00;4.54;0
1;arms_factory;96.00;10.68;3348.00;5.74;0
1;arms_factory;101.00;13.12;3000.00;3.58;0
1;arms_factory;313.00;15.32;3019.00;5.14;0
1;arms_factory;231.00;11.20;3415.00;1.52;0
1;arms_factory;376.00;10.43;3417.00;4.19;0
1;industrial_complex;393.00;10.70;3211.00;2.03;0
1;industrial_complex;447.00;10.30;3210.00;5.05;0
1;industrial_complex;177.00;10.57;3328.00;6.25;0
1;industrial_complex;128.00;10.40;3303.00;4.09;0
1;industrial_complex;164.00;10.95;3374.00;0.47;0
1;industrial_complex;94.00;10.48;3454.00;2.04;0
1;air_base;297.00;10.60;3483.00;4.70;0
1;bunker;88.00;10.62;3447.00;2.54;0
1;bunker;133.00;15.45;3007.00;3.74;0
1;bunker;185.00;10.70;3342.00;0.48;0
1;bunker;26.00;10.73;3381.00;3.14;0
1;bunker;41.00;12.48;3070.00;5.81;0
1;bunker;233.00;10.90;3472.00;2.54;0
1;bunker;231.00;10.85;3066.00;5.21;0
1;bunker;81.00;11.00;3217.00;1.59;0
1;bunker;297.00;10.62;3485.00;4.25;0
1;bunker;271.00;10.43;3469.00;0.99;0
1;bunker;215.00;10.65;3235.00;3.66;0
1;bunker;98.00;11.00;3195.00;0.04;0
1;bunker;434.00;11.62;3406.00;2.70;0
1;bunker;366.00;10.20;3335.00;5.72;0
1;bunker;10.00;10.82;3270.00;0.64;0
1;bunker;138.00;11.40;3107.00;4.76;0
1;bunker;348.00;10.73;3233.00;2.61;0
1;bunker;298.00;10.28;3356.00;2.71;0
1;bunker;238.00;10.90;3089.00;0.55;0
1;bunker;33.00;10.82;3415.00;3.21;0
1;bunker;462.00;11.62;3328.00;4.77;0
1;bunker;478.00;10.35;3261.00;1.16;0
1;bunker;265.00;11.93;3055.00;5.28;0
1;bunker;322.00;10.60;3182.00;0.20;0
1;bunker;500.00;10.68;3288.00;3.22;0
1;bunker;60.00;12.65;3051.00;5.88;0
1;bunker;87.00;14.57;2992.00;2.26;0
1;bunker;292.00;10.48;3454.00;0.11;0
1;bunker;281.00;10.75;3179.00;1.67;0
1;bunker;405.00;10.43;3214.00;5.79;0
1;bunker;276.00;11.32;3578.00;0.71;0
1;bunker;78.00;10.95;3270.00;4.83;0
1;bunker;58.00;10.62;3442.00;0.11;0
1;bunker;85.00;11.10;3153.00;2.78;0
1;bunker;32.00;10.53;3521.00;5.44;0
1;bunker;246.00;10.60;3324.00;2.17;0
1;bunker;45.00;10.75;3450.00;3.38;0
1;bunker;47.00;12.03;3117.00;1.22;0
1;bunker;108.00;9.90;3579.00;5.34;0
1;bunker;217.00;11.00;3184.00;5.45;0
1;bunker;128.00;11.48;3080.00;3.29;0
1;bunker;338.00;10.55;3297.00;5.95;0
1;bunker;397.00;10.85;3387.00;2.33;0
1;bunker;245.00;10.65;3487.00;3.89;0
1;bunker;147.00;10.40;3305.00;1.73;0
1;bunker;289.00;10.78;3427.00;4.40;0
1;bunker;175.00;10.95;3470.00;0.78;0
1;bunker;279.00;10.43;3340.00;2.34;0
1;bunker;39.00;10.28;3573.00;0.18;0
1;bunker;121.00;11.00;3187.00;2.84;0
1;bunker;467.00;11.90;3348.00;5.50;0
1;bunker;168.00;11.10;3556.00;2.24;0
1;bunker;358.00;10.35;3352.00;3.45;0
1;bunker;94.00;10.30;3554.00;1.29;0
1;bunker;337.00;10.45;3315.00;2.85;0
1;bunker;327.00;11.07;3393.00;5.51;0
1;bunker;332.00;10.85;3214.00;1.90;0
1;bunker;136.00;10.30;3502.00;6.02;0
1;bunker;35.00;14.15;3034.00;6.12;0
1;bunker;81.00;10.82;3234.00;3.96;0
1;bunker;234.00;10.75;3383.00;1.80;0
1;bunker;324.00;11.73;3537.00;4.46;0
1;bunker;122.00;10.32;3569.00;6.03;0
1;bunker;254.00;11.07;3499.00;2.41;0
1;bunker;113.00;10.50;3434.00;0.25;0
1;bunker;144.00;10.95;3367.00;1.45;0
1;bunker;218.00;11.07;3554.00;4.47;0
1;bunker;262.00;10.50;3255.00;0.85;0
1;bunker;348.00;11.03;3444.00;3.52;0
1;bunker;329.00;11.45;3384.00;5.08;0
1;bunker;149.00;10.75;3345.00;2.92;0
1;bunker;272.00;10.70;3295.00;5.58;0
1;bunker;207.00;11.20;3444.00;1.96;0
1;bunker;358.00;10.90;3130.00;4.98;0
1;bunker;81.00;10.60;3482.00;6.19;0
1;bunker;76.00;11.28;3187.00;4.03;0
1;bunker;299.00;11.10;3071.00;0.41;0
1;bunker;91.00;10.65;3354.00;1.97;0
1;bunker;352.00;11.05;3462.00;4.63;0
1;bunker;103.00;10.80;3406.00;2.47;0
1;bunker;404.00;11.43;3420.00;5.14;0
1;bunker;32.00;11.03;3239.00;0.41;0
1;bunker;199.00;11.03;3535.00;4.54;0
1;bunker;188.00;10.90;3265.00;0.92;0
1;bunker;407.00;10.20;3298.00;2.48;0
1;bunker;331.00;10.98;3435.00;5.14;0
1;bunker;153.00;10.85;3463.00;2.98;0
1;bunker;352.00;10.30;3280.00;4.19;0
1;bunker;195.00;10.88;3359.00;0.92;0
1;bunker;119.00;10.30;3470.00;3.59;0
1;bunker;351.00;10.78;3143.00;6.25;0
1;bunker;17.00;11.40;3167.00;2.64;0
1;bunker;250.00;10.60;3441.00;5.65;0
1;bunker;253.00;10.88;3118.00;2.04;0
1;bunker;459.00;10.20;3208.00;4.70;0
1;bunker;391.00;10.30;3163.00;2.54;0
1;bunker;225.00;10.55;3513.00;4.10;0
1;bunker;3.00;11.07;3319.00;0.48;0
1;bunker;215.00;10.48;3340.00;3.15;0
1;bunker;381.00;10.62;3258.00;6.16;0
1;bunker;319.00;11.03;3138.00;1.09;0
1;bunker;251.00;10.90;3230.00;5.21;0
1;bunker;159.00;11.07;3566.00;1.59;0
1;bunker;175.00;12.50;3061.00;3.15;0
1;bunker;93.00;10.75;3245.00;0.99;0
1;bunker;375.00;10.68;3154.00;3.66;0
1;bunker;304.00;10.53;3312.00;0.04;0
1;bunker;384.00;12.05;3057.00;1.60;0
1;bunker;368.00;10.40;3114.00;5.72;0
1;bunker;368.00;10.48;3268.00;0.65;0
1;bunker;357.00;10.68;3181.00;4.77;0
1;bunker;109.00;10.50;3308.00;0.04;0
1;bunker;315.00;10.88;3152.00;4.17;0
1;bunker;45.00;10.50;3527.00;5.37;0
1;bunker;59.00;10.28;3565.00;3.21;0
1;bunker;55.00;10.82;3415.00;6.23;0
1;bunker;70.00;11.90;3114.00;1.16;0
1;bunker;322.00;10.68;3449.00;5.28;0
1;bunker;4.00;12.80;3045.00;0.55;0
1;bunker;54.00;11.10;3195.00;3.22;0
1;bunker;49.00;11.23;3370.00;5.88;0
1;bunker;231.00;13.10;3036.00;3.73;0
1;bunker;226.00;11.10;3135.00;3.83;0
1;bunker;309.00;12.15;3038.00;1.67;0
1;bunker;243.00;11.30;3172.00;4.33;0
1;bunker;51.00;12.15;3080.00;0.71;0
1;bunker;47.00;10.70;3258.00;3.73;0
1;bunker;436.00;10.30;3179.00;0.11;0
1;bunker;208.00;10.70;3283.00;2.78;0
1;bunker;98.00;10.30;3467.00;5.44;0
1;bunker;429.00;10.40;3265.00;2.17;0
1;bunker;207.00;11.60;3126.00;4.84;0
1;bunker;180.00;10.60;3329.00;1.23;0
1;bunker;111.00;10.18;3510.00;2.78;0
1;bunker;7.00;10.23;3544.00;0.62;0
1;bunker;238.00;10.90;3112.00;1.83;0
1;bunker;44.00;11.40;3155.00;5.95;0
1;bunker;137.00;10.68;3454.00;2.68;0
1;bunker;258.00;10.75;3528.00;3.90;0
1;bunker;281.00;10.90;3221.00;1.73;0
1;bunker;336.00;11.30;3108.00;4.40;0
1;bunker;216.00;11.07;3547.00;5.96;0
1;bunker;132.00;10.70;3340.00;2.34;0
1;bunker;11.00;11.40;3159.00;0.18;0
1;bunker;107.00;11.50;3082.00;1.39;0
1;bunker;153.00;10.55;3288.00;4.40;0
1;bunker;192.00;10.90;3388.00;0.79;0
1;bunker;110.00;11.75;3127.00;4.91;0
1;bunker;147.00;12.03;3067.00;0.18;0
1;bunker;45.00;10.95;3217.00;2.85;0
1;bunker;463.00;10.78;3304.00;0.69;0
1;bunker;227.00;10.68;3227.00;1.90;0
1;bunker;348.00;11.50;3085.00;4.91;0
1;bunker;157.00;10.88;3235.00;1.29;0
1;bunker;325.00;13.25;3041.00;3.96;0
1;bunker;464.00;10.57;3239.00;0.34;0
1;bunker;3.00;10.70;3342.00;3.36;0
1;bunker;131.00;10.32;3533.00;4.57;0
1;bunker;184.00;11.28;3444.00;2.41;0
1;bunker;157.00;14.57;3024.00;0.25;0
1;bunker;6.00;10.40;3554.00;0.35;0
1;bunker;285.00;10.48;3272.00;4.47;0
1;bunker;152.00;10.65;3421.00;0.85;0
1;bunker;388.00;10.20;3330.00;3.87;0
1;bunker;311.00;10.40;3415.00;5.08;0
1;bunker;297.00;10.75;3548.00;2.92;0
1;bunker;450.00;10.30;3191.00;5.58;0
1;bunker;9.00;11.07;3200.00;0.86;0
1;bunker;187.00;10.70;3217.00;3.52;0
1;bunker;62.00;12.50;3033.00;1.36;0
1;bunker;238.00;10.78;3308.00;4.03;0
1;bunker;22.00;10.60;3398.00;5.59;0
1;bunker;328.00;10.62;3298.00;3.42;0
1;bunker;167.00;10.40;3302.00;4.64;0
