0;0;0;0;land;false;plains;0
1;169;209;165;land;true;forest;1
2;168;197;146;land;false;plains;1
3;213;240;159;land;true;hills;1
4;245;251;101;land;false;hills;1
5;252;59;254;land;true;forest;1
6;228;173;252;land;false;forest;1
7;118;244;239;land;false;plains;1
8;198;195;142;land;false;hills;1
9;199;97;210;land;false;plains;1
10;81;254;223;land;true;mountain;1
11;100;229;232;land;false;plains;1
12;171;189;153;land;false;hills;1
13;242;211;198;land;false;plains;1
14;61;216;248;land;false;plains;1
15;245;139;150;land;false;mountain;1
16;169;196;146;land;false;plains;1
17;122;179;210;land;false;hills;1
18;249;151;253;land;false;plains;1
19;223;94;253;land;false;hills;1
20;195;250;89;land;false;plains;1
21;20;247;236;land;false;mountain;1
22;219;196;223;land;false;hills;1
23;224;175;127;land;false;plains;1
24;201;154;151;land;false;forest;1
25;251;161;113;land;false;hills;1
26;169;230;185;land;false;plains;1
27;225;178;205;land;false;plains;1
28;195;210;228;land;false;mountain;1
29;148;246;180;land;false;urban;1
30;237;189;132;land;false;hills;1
31;229;146;193;land;false;plains;1
32;218;159;223;land;false;hills;1
33;246;176;187;land;false;plains;1
34;227;169;155;land;false;hills;1
35;229;136;207;land;false;plains;1
36;226;243;140;land;false;hills;1
37;213;240;101;land;false;hills;1
38;245;225;138;land;false;hills;1
39;237;196;122;land;false;hills;1
40;234;148;215;land;false;hills;1
41;230;246;183;land;false;forest;1
42;230;155;134;land;false;forest;1
43;109;179;231;land;false;hills;1
44;203;123;185;land;false;plains;1
45;228;124;197;land;false;plains;1
46;105;210;244;land;false;plains;1
47;147;232;134;land;false;hills;1
48;232;150;194;land;false;urban;1
49;234;251;49;land;false;mountain;1
50;206;228;204;land;false;plains;1
51;194;76;236;land;true;mountain;1
52;128;231;230;land;true;hills;1
53;203;136;222;land;true;hills;1
54;180;206;226;land;false;hills;1
55;136;131;241;land;false;mountain;1
56;120;227;164;land;false;mountain;1
57;96;253;173;land;false;plains;1
58;220;216;219;land;false;forest;1
59;238;74;229;land;true;mountain;1
60;180;127;219;land;false;urban;1
61;214;204;254;land;false;mountain;1
62;190;130;242;land;false;hills;1
63;214;186;176;land;false;plains;1
64;176;243;85;land;false;hills;1
65;191;199;210;land;false;plains;1
66;253;37;226;land;false;plains;1
67;211;123;224;land;false;plains;1
68;214;225;143;land;false;hills;1
69;153;162;207;land;false;plains;1
70;183;244;153;land;true;mountain;1
71;243;104;218;land;true;plains;1
72;178;251;179;land;false;urban;1
73;231;248;117;land;false;plains;1
74;227;168;178;land;false;plains;1
75;157;227;231;land;false;plains;1
76;160;199;161;land;false;plains;1
77;132;216;180;land;false;plains;1
78;106;236;198;land;true;hills;1
79;118;244;249;land;false;plains;1
80;234;51;248;land;false;plains;1
81;110;208;216;land;true;plains;1
82;222;212;95;land;false;mountain;1
83;176;210;192;land;false;hills;1
84;184;132;240;land;false;hills;1
85;215;137;249;land;false;hills;1
86;214;147;147;land;false;plains;1
87;212;237;144;land;false;hills;1
88;242;147;130;land;true;hills;1
89;206;174;144;land;false;plains;1
90;239;233;192;land;false;mountain;1
91;77;209;222;land;true;hills;1
92;149;162;235;land;false;plains;1
93;221;121;162;land;false;plains;1
94;154;215;165;land;false;plains;1
95;226;198;92;land;false;mountain;1
96;222;232;227;land;false;mountain;1
97;238;164;133;land;false;mountain;1
98;230;164;112;land;false;hills;1
99;222;198;147;land;false;hills;1
100;155;142;233;land;false;forest;1
101;235;59;223;land;false;hills;1
102;115;238;191;land;false;forest;1
103;119;235;182;land;false;hills;1
104;241;161;233;land;false;plains;1
105;239;237;145;land;false;mountain;1
106;251;245;50;land;false;hills;1
107;211;246;88;land;false;mountain;1
108;127;248;161;land;false;urban;1
109;178;148;205;land;false;hills;1
110;108;245;198;land;false;plains;1
111;166;217;223;land;false;mountain;1
112;119;205;217;land;false;forest;1
113;89;234;254;land;false;mountain;1
114;77;211;253;land;false;mountain;1
115;95;248;181;land;false;mountain;1
116;190;249;62;land;true;hills;1
117;221;252;135;land;false;hills;1
118;182;120;216;land;false;mountain;1
119;230;136;205;land;false;plains;1
120;138;226;247;land;false;mountain;1
121;232;231;133;land;true;mountain;1
122;251;109;171;land;false;mountain;1
123;177;192;200;land;true;hills;1
124;235;92;214;land;false;hills;1
125;217;220;112;land;false;plains;1
126;133;223;172;land;false;mountain;1
127;185;236;241;land;false;plains;1
128;225;183;147;land;false;mountain;1
129;126;161;222;land;false;plains;1
130;179;189;194;land;false;plains;1
131;148;217;231;land;false;plains;1
132;106;212;219;land;false;plains;1
133;186;194;185;land;false;forest;1
134;241;215;203;land;false;plains;1
135;111;199;239;land;false;plains;1
136;233;222;153;land;false;mountain;1
137;235;232;46;land;true;hills;1
138;106;239;215;land;true;mountain;1
139;203;132;242;land;false;mountain;1
140;122;150;249;land;false;hills;1
141;82;193;229;land;false;plains;1
142;105;243;161;land;false;hills;1
143;232;235;222;land;false;forest;1
144;144;227;252;land;false;hills;1
145;245;210;118;land;false;mountain;1
146;227;231;68;land;true;hills;1
147;251;181;212;land;true;urban;1
148;246;198;192;land;false;plains;1
149;226;206;198;land;false;hills;1
150;249;157;162;land;false;hills;1
151;244;158;162;land;false;mountain;1
152;238;179;236;land;true;urban;1
153;115;236;216;land;false;plains;1
154;182;147;221;land;false;plains;1
155;179;251;229;land;false;plains;1
156;181;152;239;land;false;mountain;1
157;91;224;216;land;false;hills;1
158;141;223;150;land;false;mountain;1
159;210;251;124;land;false;mountain;1
160;142;123;252;land;false;hills;1
161;214;241;55;land;false;plains;1
162;209;205;168;land;false;hills;1
163;196;252;121;land;false;plains;1
164;168;153;208;land;false;mountain;1
165;215;167;189;land;false;hills;1
166;164;225;217;land;false;mountain;1
167;253;121;179;land;false;hills;1
168;242;200;63;land;false;urban;1
169;192;216;107;land;false;plains;1
170;156;250;247;land;true;urban;1
171;229;206;153;land;false;hills;1
172;246;176;165;land;true;urban;1
173;160;146;239;land;false;plains;1
174;223;229;252;land;false;hills;1
175;235;127;166;land;false;mountain;1
176;209;220;250;land;false;plains;1
177;140;158;245;land;false;mountain;1
178;208;117;200;land;false;hills;1
179;238;251;216;land;false;plains;1
180;228;110;233;land;false;plains;1
181;61;219;243;land;false;plains;1
182;139;197;179;land;false;mountain;1
183;243;254;4;land;false;plains;1
184;151;216;228;land;false;plains;1
185;133;195;194;land;false;plains;1
186;198;248;56;land;false;plains;1
187;237;207;118;land;false;hills;1
188;184;239;157;land;true;hills;1
189;218;168;231;land;false;plains;1
190;36;231;245;land;false;plains;1
191;191;176;204;land;false;hills;1
192;128;208;233;land;false;mountain;1
193;79;250;196;land;false;mountain;1
194;239;91;188;land;false;mountain;1
195;134;142;227;land;false;plains;1
196;134;252;149;land;true;hills;1
197;128;204;230;land;false;plains;1
198;183;89;233;land;false;plains;1
199;197;245;203;land;false;plains;1
200;210;231;213;land;false;forest;1
201;103;171;244;land;false;hills;1
202;192;253;189;land;false;hills;1
203;231;226;204;land;false;plains;1
204;216;182;224;land;false;plains;1
205;151;244;243;land;false;hills;1
206;177;239;152;land;false;mountain;1
207;205;213;243;land;false;plains;1
208;116;234;242;land;false;plains;1
209;181;238;109;land;false;plains;1
210;184;235;194;land;false;hills;1
211;168;250;228;land;false;mountain;1
212;174;185;179;land;false;mountain;1
213;191;136;203;land;false;plains;1
214;200;200;211;land;false;forest;1
215;181;156;251;land;false;plains;1
216;230;238;71;land;false;plains;1
217;234;199;159;land;false;mountain;1
218;196;171;236;land;false;mountain;1
219;159;201;209;land;true;hills;1
220;179;184;175;land;false;plains;1
221;133;237;191;land;false;forest;1
222;247;251;17;land;false;hills;1
223;237;183;244;land;false;forest;1
224;243;112;246;land;false;forest;1
225;215;55;244;land;false;hills;1
226;240;196;129;land;false;hills;1
227;243;188;254;land;false;hills;1
228;242;225;139;land;false;hills;1
229;170;204;144;land;false;plains;1
230;186;157;208;land;false;mountain;1
231;211;52;240;land;false;plains;1
232;151;212;155;land;false;plains;1
233;254;179;145;land;false;mountain;1
234;251;226;178;land;false;plains;1
235;124;250;245;land;false;plains;1
236;243;237;48;land;false;plains;1
237;215;217;229;land;false;plains;1
238;55;232;238;land;false;hills;1
239;118;211;184;land;false;plains;1
